"Input","Output","Domain"
"설치원 2명 공장 B구역 11:00 헬멧 벗은 채로 조립, 기준: 안전복","설치원 2명이 공장 B구역에서 11시에 헬멧을 미착용하고 설치를 했습니다. 헬멧 기준 위반으로 머리 부상 위험이 높으니 즉시 작업 책임자는 확인하세요.","작업자 안전장비 미착용 감지"
"기준: 헬멧, 마스크, 안전복, 14:45 공장 품질실 근로자 2명 안전화 미착용 청소","14시에 공장 품질실에서 근로자 2명이 안전화를 미착용하고 청소를 했습니다. 헬멧, 안전화, 마스크, 안전복 기준 중 안전화 규정을 위반하여 추락 시 발 부상 위험이 높으니 즉시 작업 책임자는 확인하세요.","작업자 안전장비 미착용 감지"
"조립공 2명이 헬멧을 벗은 채로 조립을 했습니다, 화학공장 21:00, 기준: 안전복","조립공 2명이 화학공장에서 21시에 헬멧을 미착용하고 조립을 했습니다. 즉시 현장 안전 점검이 필요합니다.","작업자 안전장비 미착용 감지"
"배관공 2명이 16:00에 안전화를 미착용 설치를 했습니다, 공장, 규정 미설정","배관공 2명이 16시에 공장에서 안전화를 미착용하고 배관 작업을 했습니다. 오후 교대 시간 안전점검 강화가 필요합니다. 현장 관리자에게 알려주세요.","작업자 안전장비 미착용 감지"
"21:15 화학 작업자 2명 공장 설비실 장갑 착용 없이 정비, 기준: 안전화, 보안경, 장갑","21시에 작업자 2명이 공장 설비실에서 장갑을 미착용하고 정비를 했습니다. 즉시 보호구 착용을 지시해 주세요.","작업자 안전장비 미착용 감지"
"시공자 1명 작업장 20:45 안전화 장비 없이 건설, 기준: 보안경, 장갑, 안전복","시공자 1명이 작업장에서 20시에 안전화를 미착용하고 건설 작업을 했습니다. 장갑, 보안경, 안전복 기준 중 안전화 규정을 위반하여 발 부상 위험이 높으니 현장 안전 점검이 필요합니다. 즉시 안전장비 착용을 지도하시기 바랍니다.","작업자 안전장비 미착용 감지"
"11:15 현장 작업자 2명이 헬멧 착용 위반 건설 작업을 했습니다, 발전소 제어실, 기준: 안전복","11시에 작업자 2명이 발전소 제어실에서 헬멧을 미착용하고 건설 작업을 했습니다. 즉시 보호구 착용을 지시해 주세요.","작업자 안전장비 미착용 감지"
"기준: 장갑, 정비소 A구역 엔지니어 2명 20:15 마스크 장비 없이 검사","정비소 A구역에서 엔지니어 2명이 20시에 마스크를 미착용하고 검사를 했습니다. 저녁 작업 시 조명 확인과 함께 보호구 점검이 필요합니다. 안전장비 지급을 확인하세요.","작업자 안전장비 미착용 감지"
"기준: 헬멧, 마스크, 안전복, 제조공장 설비동 건설 기사 2명 17:15 장갑 벗은 채로 검사","제조공장 설비동에서 건설 기사 2명이 17시에 장갑을 미착용하고 검사를 했습니다. 헬멧, 장갑, 마스크, 안전복 기준 중 장갑 규정을 위반하여 화학물질 접촉 위험이 높으니 즉시 작업 책임자는 확인하세요.","작업자 안전장비 미착용 감지"
"11:45 엔지니어 1명 공장 품질실 장갑 장비 없이 점검, 기준 없음","11시에 엔지니어 1명이 공장 품질실에서 장갑을 미착용하고 점검을 했습니다. 오후 교대 시간 안전점검 강화가 필요합니다. 안전장비 지급을 확인하세요.","작업자 안전장비 미착용 감지"
"13:45 공장 품질실 철근공 1명 안전화 착용 누락 설치, 기준: 보안경, 마스크, 안전복","13시에 공장 품질실에서 철근공 1명이 안전화를 미착용하고 철근 작업을 했습니다. 즉시 안전장비 착용을 지도하시기 바랍니다.","작업자 안전장비 미착용 감지"
"10:15 건설 작업자 3명 화학공장 안전화 착용 없이 운반, 기준: 보안경, 마스크, 안전복","10시에 작업자 3명이 화학공장에서 안전화를 미착용하고 건설 작업을 했습니다. 보안경, 마스크, 안전복 기준 중 안전화 규정을 위반하여 추락 시 발 부상 위험이 높으니 즉시 안전장비 착용을 지도하시기 바랍니다.","작업자 안전장비 미착용 감지"
"목수 1명이 안전화를 벗은 채로 설치를 했습니다, 정비소 A구역 09:00, 기준: 보안경","목수 1명이 정비소 A구역에서 9시에 안전화를 미착용하고 설치를 했습니다. 안전화 기준 위반으로 미끄러짐 위험이 높으니 즉시 현장 안전 점검이 필요합니다.","작업자 안전장비 미착용 감지"
"기준: 마스크, 안전복, 현장 관리자 1명 19:00 마스크 제대로 착용하지 않고 검사","현장에서 관리자 1명이 19시에 마스크를 미착용하고 관리를 했습니다. 마스크, 안전복 기준 중 마스크 규정을 위반하여 호흡기 손상 위험이 높으니 즉시 현장 안전 점검이 필요합니다.","작업자 안전장비 미착용 감지"
"기준: 헬멧, 보안경, 15:00 공장 C구역 설치원 1명 헬멧 제대로 착용하지 않고 설치","15시에 공장 C구역에서 설치원 1명이 헬멧을 미착용하고 설치를 했습니다. 헬멧, 보안경 기준 중 헬멧 규정을 위반하여 뇌진탕 위험이 높으니 즉시 보호구 착용을 지시해 주세요.","작업자 안전장비 미착용 감지"
"작업자 1명 제조공장 A블록 오후 2시 장갑 안전장비 빠뜨리고 운반, 기준: 헬멧, 보안경, 안전화","작업자 1명이 제조공장 A블록에서 오후 2시에 장갑을 미착용하고 제조 작업을 했습니다. 헬멧, 안전화, 보안경 기준 중 장갑 규정을 위반하여 화상 위험이 높으니 즉시 안전 관리자는 조치하세요.","작업자 안전장비 미착용 감지"
"정비원 1명 제조공장 설비실 16:45 헬멧 벗은 채로 검사, 기준: 헬멧, 보안경","정비원 1명이 제조공장 설비실에서 16시에 헬멧을 미착용하고 정비를 했습니다. 즉시 현장 안전 점검이 필요합니다.","작업자 안전장비 미착용 감지"
"기준: 헬멧, 마스크, 안전복, 제조공장 설치원 1명 07:00 안전화 미착용 조립","제조공장에서 설치원 1명이 7시에 안전화를 미착용하고 설치를 했습니다. 헬멧, 안전화, 마스크, 안전복 기준 중 안전화 규정을 위반하여 발 부상 위험이 높으니 즉시 현장 안전 점검이 필요합니다.","작업자 안전장비 미착용 감지"
"발전소 제어실 오전 11시 30분 건설 기사 1명 헬멧 장비 없이 건설, 기준: 안전복","발전소 제어실에서 오전 11시에 건설 기사 1명이 헬멧을 미착용하고 건설 작업을 했습니다. 헬멧 기준 위반으로 두부 외상 위험이 높으니 즉시 안전장비 착용을 지도하시기 바랍니다.","작업자 안전장비 미착용 감지"
