"Input","Output","Domain"
"허용치 없음, 오전 6시 28분 화염 6초, 건설현장 B동 3층","건설현장 B동 3층에서 오전 6시 28분 화염이 6초간 모니터링되었습니다. 즉시 위험 판단은 어려우나 안전 점검을 실시해 주세요. 현장 관리자는 즉시 상황을 재확인해 주세요. 이후 8초 이상 감지 시 전기 안전 점검을 실시하세요.","연기 및 화염 감지"
"화염·연기 동시 2초, 기준치 1초, 공장 새벽 5시 36분","새벽 5시 36분 공장에서 2초간 화염·연기 동시 생겼습니다. 기준 1초를 1초 초과한 상황입니다. 해당 구역 이용을 일시 중단하고 점검하세요. 추가 7초 이상 감지 시 안전 점검을 요청하십시오.","연기 및 화염 감지"
"화염 4초, 오전 11시 32분 창고 내부 1호, 허용 값 3초","오전 11시 32분 창고 내부 1호에서 4초간 화염이 확인되었습니다. 허용 값 3초를 1초 초과한 상황입니다. 추가 감지되면 소방 안전 점검을 요청하십시오.","연기 및 화염 감지"
"화염·연기 동시가 2초간 있었던 곳은 01:51 찜질방 사우나실입니다. 안전 기준 1초.","01:51 찜질방 사우나실에서 2초간 화염·연기 동시 나타났습니다. 안전 기준 1초를 1초 초과한 상황입니다. 추가 감지되면 소방 안전 점검을 요청하십시오. 추가 6초 이상 감지 시 안전 점검을 요청하십시오.","연기 및 화염 감지"
"저녁 6시 48분 병원 옥상 기계실, 연기 2초간 지속, 정상 기준 1초","연기가 2초간 병원 옥상 기계실에서 발견되었습니다. 정상 기준 1초보다 1초 더 길게 관찰된 만큼, 소방팀이 신속히 현장 점검해 주세요. 즉시 현장 확인하고 안전 대피를 실시하십시오. 추가 6초 이상 감지되면 전체 대피를 검토하세요.","연기 및 화염 감지"
"임계값 6초, 오전 7시 6분 화염·연기 동시 19초, 쇼핑몰 화장품 매장","화염·연기 동시 19초간 쇼핑몰 화장품 매장에서 인지되었습니다. 임계값 6초보다 13초 더 길게 관찰된 만큼, 소방팀이 신속히 현장 점검해 주세요. 즉시 현장 확인하고 안전 대피를 실시하십시오. 추가 24초 이상 감지되면 전체 대피를 검토하세요.","연기 및 화염 감지"
"야외 잔디밭 행사장에서는 화염·연기 동시가 5초 감지됐고 정상 기준 3초입니다. 시각은 오후 6시 25분입니다.","화염·연기 동시 5초간 야외 잔디밭 행사장에서 관찰되었습니다. 정상 기준 3초보다 2초 더 길게 관찰된 만큼, 소방팀이 신속히 현장 점검해 주세요. 즉시 현장 확인하고 안전 대피를 실시하십시오. 추가 11초 이상 감지되면 전체 대피를 검토하세요.","연기 및 화염 감지"
"허용치 없음 구간에서 오전 10시 18분 학교 북관 과학실, 8초 동안 연기·불꽃 동시가 포착되었습니다.","학교 북관 과학실에서 오전 10시 18분 연기·불꽃 동시 8초간 식별되었습니다. 즉시 위험 판단은 어려우나 안전 점검을 실시해 주세요. 현장 관리자는 즉시 상황을 재확인해 주세요. 이후 11초 이상 감지 시 전기 안전 점검을 실시하세요.","연기 및 화염 감지"
"연기·불꽃 동시가 4초간 있었던 곳은 새벽 5시 29분 공장 창고입니다. 허용치 3초.","새벽 5시 29분 공장 창고에서 4초간 연기·불꽃 동시 발생했습니다. 허용치 3초를 1초 초과한 상황입니다. 즉시 현장을 점검하고 안전 확인을 실시하십시오. 현장 관리자는 즉시 상황을 재확인해 주세요. 추가 7초 이상 감지 시 안전 점검을 요청하십시오.","연기 및 화염 감지"
"불꽃 21초, 3시 55분 도심광장, 기준 12초","불꽃이 21초간 도심광장에서 탐지되었습니다. 기준 12초보다 9초 더 길게 관찰된 만큼, 소방팀이 신속히 현장 점검해 주세요. 즉시 소방대 출동을 요청하세요. 현장 관리자는 즉시 상황을 재확인해 주세요. 추가 24초 이상 감지되면 전체 대피를 검토하세요.","연기 및 화염 감지"
"01:14, 연기 9초, 노래방, 정상 기준 4초","연기가 9초간 노래방에서 감지되었습니다. 정상 기준 4초보다 5초 더 길게 관찰된 만큼, 소방팀이 신속히 현장 점검해 주세요. 즉시 소방대 출동을 요청하세요. 추가 14초 이상 감지되면 전체 대피를 검토하세요.","연기 및 화염 감지"
"오전 9시 54분 쇼핑몰, 불꽃·연기 동시 6초간 지속, 기준 미설정","쇼핑몰에서 오전 9시 54분 불꽃·연기 동시 6초간 확인되었습니다. 기준이 설정되지 않았지만 안전을 위해 점검하십시오. 이후 9초 이상 감지 시 전기 안전 점검을 실시하세요.","연기 및 화염 감지"
"연기와 불꽃가 18초간 있었던 곳은 오전 10시 39분 창고입니다. 표준치 14초.","오전 10시 39분 창고에서 18초간 연기와 불꽃 형성되었습니다. 표준치 14초를 4초 초과한 상황입니다. 즉시 현장을 점검하고 안전 확인을 실시하십시오. 추가 23초 이상 감지 시 안전 점검을 요청하십시오.","연기 및 화염 감지"
"18시 48분, 불꽃 8초, 학교 북관 과학실, 기준 5초","불꽃이 8초간 학교 북관 과학실에서 인지되었습니다. 기준 5초보다 3초 더 길게 관찰된 만큼, 소방팀이 신속히 현장 점검해 주세요. 즉시 소방대 출동을 요청하세요. 현장 관리자는 즉시 상황을 재확인해 주세요. 추가 12초 이상 감지되면 전체 대피를 검토하세요.","연기 및 화염 감지"
"오후 5시 52분 체육관, 불꽃 9초간 지속, 표준치 24초","체육관에서 오후 5시 52분 불꽃이 9초간 발견되어 표준치 24초보다 15초 적은 정상 범위입니다. 일반 점검만 실시하면 됩니다.","연기 및 화염 감지"
"불꽃 18초, 새벽 2시 50분 노래방, 기준 9초","불꽃이 18초간 노래방에서 확인되었습니다. 기준 9초보다 9초 더 길게 관찰된 만큼, 소방팀이 신속히 현장 점검해 주세요. 즉시 소방대 출동을 요청하세요. 현장 관리자는 즉시 상황을 재확인해 주세요. 추가 21초 이상 감지되면 전체 대피를 검토하세요.","연기 및 화염 감지"
"불꽃·연기 동시 19초, 오후 2시 39분 도로변 공영주차장, 임계값 9초","불꽃·연기 동시 19초간 도로변 공영주차장에서 감지되었습니다. 임계값 9초보다 10초 더 길게 관찰된 만큼, 소방팀이 신속히 현장 점검해 주세요. 소방팀 긴급 출동 요청 후 구역 통제하세요.","연기 및 화염 감지"
"오전 7시 55분 노래방 개인실, 연기 26초간 지속, 허용치 18초","오전 7시 55분 노래방 개인실에서 26초간 연기가 확인되었습니다. 허용치 18초를 8초 초과한 상황입니다. 추가 감지되면 소방 안전 점검을 요청하십시오. 현장 관리자는 즉시 상황을 재확인해 주세요. 추가 29초 이상 감지 시 안전 점검을 요청하십시오.","연기 및 화염 감지"
"호텔 객실 발코니에서는 연기·화염 동시가 17초 감지됐고 허용 기준 6초입니다. 시각은 2시 21분입니다.","연기·화염 동시 17초간 호텔 객실 발코니에서 발생했습니다. 허용 기준 6초보다 11초 더 길게 관찰된 만큼, 소방팀이 신속히 현장 점검해 주세요. 즉시 소방대 출동을 요청하세요. 현장 관리자는 즉시 상황을 재확인해 주세요. 추가 20초 이상 감지되면 전체 대피를 검토하세요.","연기 및 화염 감지"
"연기 4초, 표준치 2초, 체육관 농구코트 오전 10시 45분","연기가 4초간 체육관 농구코트에서 검출되었습니다. 표준치 2초보다 2초 더 길게 관찰된 만큼, 소방팀이 신속히 현장 점검해 주세요. 소방팀 긴급 출동 요청 후 구역 통제하세요.","연기 및 화염 감지"
"연기 6초, 오전 11시 19분 상가, 임계값 없음","상가에서 오전 11시 19분 연기가 6초간 확인되었습니다. 임계값이 설정되지 않았으나 점검해 주세요. 현장 관리자는 즉시 상황을 재확인해 주세요. 이후 8초 이상 감지 시 전기 안전 점검을 실시하세요.","연기 및 화염 감지"
"병원, 허용치 33초. 연기 19초간 발생, 17시 10분.","병원에서 17시 10분 연기가 19초간 발견되어 허용치 33초보다 14초 적은 정상 범위입니다. 정상 작업을 지속하십시오. 현장 관리자는 즉시 상황을 재확인해 주세요. 이후 22초 이상 감지 시 전기 안전 점검을 실시하세요.","연기 및 화염 감지"
