"Input","Output","Domain"
"아침 4시 34분에 승객 1명이 동선 이탈 후 13m 이동했습니다, 기준: 7m","아침 4시 34분에 승객 1명이 동선 이탈을 13m 확인했습니다. 비정상적인 이동 패턴이 확인되었습니다. 기준치 7m를 6m 상회하여 위험 상황입니다. 즉각적인 조치가 요구됩니다.","이상 이동 패턴 감지"
"03:17에 방문자 1명이 비정상 방향 전환 후 6초 이동했습니다, 기준 3초","03:17에 방문자 1명이 비정상 방향 전환을 6초 감지했습니다. 보안 관련 검토가 필요한 사안입니다. 기준 3초를 3초 상회하여 위험 상황으로 확인됩니다. 보안요원의 즉시 점검이 필요합니다.","이상 이동 패턴 감지"
"기준 15초, 19:58 물류센터 A구역에서 승용차 1대이 궤적 반복 10초","19:58에 물류센터 A구역에서 승용차 1대이 궤적 반복을 10초 관측했습니다. 측정값이 기준 15초에 부합하여 정상 범위로 평가됩니다 향후 관찰이 필요합니다.","이상 이동 패턴 감지"
"06:50에 환자 1명이 궤적 반복 후 11m 이동했습니다, 허용치 미설정","06:50에 환자 1명이 궤적 반복을 11m 관측했습니다. 기준치가 설정되지 않은 구역이므로 모니터링만 확인됩니다 관찰을 계속 유지하십시오.","이상 이동 패턴 감지"
"학생 1명이 10:18에 물류센터 B구역에서 궤적 반복 20초, 허용치 미설정","학생 1명이 10:18에 물류센터 B구역에서 궤적 반복을 20초 감지했습니다. 허용 기준이 미설정되어 즉각적 조치 대신 관찰만 나타납니다. 모니터링을 지속하십시오.","이상 이동 패턴 감지"
"아침 4시 8분에 트럭 1대이 궤적 반복 후 11초 이동했습니다, 기준: 11초","아침 4시 8분에 트럭 1대이 궤적 반복을 11초 포착했습니다. 측정값이 기준 11초에 부합하여 정상 범위로 보입니다 향후 관찰이 필요합니다.","이상 이동 패턴 감지"
"학생 1명이 20:21에 D구역에서 급정지 14m, 기준 9m","학생 1명이 20:21에 D구역에서 급정지를 14m 탐지했습니다. 기준 9m를 5m동안 초과하여 이상 행동으로 보입니다 보안요원의 즉시 점검이 필요합니다.","이상 이동 패턴 감지"
"사무실 B구역에서 밤 11시 24분에 학생 1명이 동선 이탈 19초, 허용치 미설정","사무실 B구역에서 밤 11시 24분에 학생 1명이 동선 이탈을 19초 포착했습니다. 허용 기준이 미설정되어 즉각적 조치 대신 관찰만 감지됩니다. 모니터링을 지속하십시오.","이상 이동 패턴 감지"
"운동장에서 14:41에 방문자 1명이 비정상 방향 전환 9m간, 기준: 8m","운동장에서 14:41에 방문자 1명이 비정상 방향 전환을 9m간 감지했습니다. 기준치 8m를 1m만큼 넘어서 비정상 이동으로 보입니다. 긴급 대응이 필요합니다.","이상 이동 패턴 감지"
"기준 없음, 오전 10시 18분 병원 응급실 로비에서 트럭 1대이 구역 경로 우회 18m","오전 10시 18분에 병원 응급실 로비에서 트럭 1대이 구역 경로 우회를 18m 포착했습니다. 기준이 정의되지 않아 추가 판단이 불가하니 관찰 상태를 유지하십시오. 관찰을 계속 유지하십시오.","이상 이동 패턴 감지"
"외부인 1명이 자정 12시 37분에 공항에서 동선 이탈 9초, 허용치 미설정","외부인 1명이 자정 12시 37분에 공항에서 동선 이탈을 9초 발견했습니다. 허용 기준이 미설정되어 즉각적 조치 대신 관찰만 감지됩니다. 모니터링을 지속하십시오.","이상 이동 패턴 감지"
"기준 9초, 07:27 병원 응급실 로비에서 보행자 1명이 비정상 방향 전환 16초","07:27에 병원 응급실 로비에서 보행자 1명이 비정상 방향 전환을 16초 감지했습니다. 기준 9초를 7초 넘어서 비정상 이동으로 평가됩니다. 경계 강화가 필요합니다.","이상 이동 패턴 감지"
