"Input","Output","Domain"
"06:42 종합병원 외래진료센터에서 동시 437명 체류시간 12분 밀도 0.93, 기준 인원 388명","종합병원 외래진료센터에서 동시 437명이 체류시간 12분 밀도 0.93로 기준 인원 388명을 설정 인원 대비 49명 증가했습니다. 즉각적인 밀도 완화 조치를 하십시오.","히트맵 기반 체류 위험구간 분석"
"오후 4시 42분 고속터미널에서 동시 306명 체류시간 7분 밀도 0.95, 기준 인원 243명","오후 4시 42분 현재 고속터미널에서 동시 306명이 체류시간 7분 밀도 0.95로 기준 인원 243명 대비 내일 동시간대 351명 수준으로 분석됩니다. 단계적 과밀 해소를 시행해주세요.","히트맵 기반 체류 위험구간 분석"
"오후 8시 12분 전통시장에서 동시 75명 체류시간 17분 밀도 0.73, 기준 인원 59명","오후 8시 12분 현재 전통시장에서 동시 75명이 체류시간 17분 밀도 0.73로 기준 인원 59명을 정원을 16명 넘어섰습니다. 미리 과밀 방지 조치를 취하십시오.","히트맵 기반 체류 위험구간 분석"
"오후 6시 53분 전시컨벤션센터에서 동시 35명 체류시간 24분 밀도 0.85, 기준 인원 17명","오후 6시 53분 현재 전시컨벤션센터에서 동시 35명이 체류시간 24분 밀도 0.85로 기준 인원 17명 대비 3시간 후 41명까지 증가할 것으로 판단됩니다. 꾸준한 밀도 추이 관리가 요구됩니다.","히트맵 기반 체류 위험구간 분석"
"23:45 대형마트 1층에서 동시 82명 체류시간 38분 밀도 0.75, 기준 인원 58명","23:45 대형마트 1층에서 동시 82명이 체류시간 38분 밀도 0.75로 기준 인원 58명을 설정 인원 대비 24명 증가했습니다. 긴급 대응 조치를 시행해주세요.","히트맵 기반 체류 위험구간 분석"
"20:59 대학병원에서 동시 10명 체류시간 13분 밀도 0.72, 기준 인원 9명","20:59 현재 대학병원에서 동시 10명이 체류시간 13분 밀도 0.72로 기준 인원 9명을 정원을 1명 넘어섰습니다. 체류 동향 관리를 지속하십시오.","히트맵 기반 체류 위험구간 분석"
"오후 4시 55분 극장에서 동시 3명 체류시간 21분 밀도 0.71, 기준 인원 3명","오후 4시 55분 극장에서 동시 3명이 체류시간 21분 밀도 0.71로 기준치 내에서 관리되고 있습니다. 긴급 분산 조치를 실시하십시오.","히트맵 기반 체류 위험구간 분석"
"(X:250 Y:463) 오후 4시 25분 전시센터 컨벤션룸에서 동시 392명 체류시간 13분 밀도 0.69, 기준 인원 329명","오후 4시 25분 현재 전시센터 컨벤션룸에서 동시 392명이 체류시간 13분 밀도 0.69로 기준 인원 329명을 기준치보다 63명 높습니다. 밀도 증가로 위험 상황이 예상됩니다. 따라서 계속적인 상황 모니터링을 해주세요.","히트맵 기반 체류 위험구간 분석"
"(X:529 Y:328) 20:27 컨벤션센터에서 동시 66명 체류시간 9분 밀도 0.45, 기준 인원 45명","컨벤션센터에서 동시 66명이 체류시간 9분 밀도 0.45로 기준 인원 45명 대비 5시간 후 114명까지 증가할 것으로 판단됩니다. 연속적인 상황 점검을 실시해주세요.","히트맵 기반 체류 위험구간 분석"
"(X:216 Y:387) 17:03 리조트에서 동시 86명 체류시간 9분 밀도 0.78, 기준 인원 79명","17:03 리조트에서 동시 86명이 체류시간 9분 밀도 0.78로 기준 인원 79명 범위에서 기준 인원 내에서 운영되고 있습니다. 사전 대응 체계를 가동해주세요.","히트맵 기반 체류 위험구간 분석"
"오후 6시 50분 시청 G구역에서 동시 4명 체류시간 42분 밀도 0.51, 기준 인원 3명","오후 6시 50분 시청 G구역에서 동시 4명이 체류시간 42분 밀도 0.51로 기준 인원 3명을 허용 인원보다 1명 많습니다. 계속적인 상황 모니터링을 해주세요.","히트맵 기반 체류 위험구간 분석"
"오전 8시 57분 관공서에서 동시 103명 체류시간 10분 밀도 0.54, 기준 인원 32명","오전 8시 57분 현재 관공서에서 동시 103명이 체류시간 10분 밀도 0.54로 기준 인원 32명 범위에서 기준 인원 내에서 운영되고 있습니다. 지속적인 동향 관리가 필요합니다.","히트맵 기반 체류 위험구간 분석"
"22:07 체육관에서 동시 30명 체류시간 21분 밀도 0.75, 기준 인원 16명","22:07 현재 체육관에서 동시 30명이 체류시간 21분 밀도 0.75로 기준 인원 16명 대비 8시간 후 43명까지 증가할 것으로 분석됩니다. 지속 관찰 체계를 유지하십시오.","히트맵 기반 체류 위험구간 분석"
"(X:205 Y:148) 16:15 농구경기장에서 동시 352명 체류시간 18분 밀도 0.89, 기준 인원 308명","16:15 농구경기장에서 동시 352명이 체류시간 18분 밀도 0.89로 기준 인원 308명 대비 7시간 후 397명까지 증가할 것으로 산출됩니다. 예방 차원의 분산 유도가 필요합니다.","히트맵 기반 체류 위험구간 분석"
"오후 10시 40분 미술관 북관에서 동시 74명 체류시간 30분 밀도 0.79, 기준 인원 54명","오후 10시 40분 미술관 북관에서 동시 74명이 체류시간 30분 밀도 0.79로 기준 인원 54명 대비 8시간 후 98명까지 증가할 것으로 추정됩니다. 해당 구역 과밀 해소 조치를 취하십시오.","히트맵 기반 체류 위험구간 분석"
"(X:494 Y:330) 오전 10시 43분 의료센터에서 동시 69명 체류시간 15분 밀도 0.88, 기준 인원 50명","의료센터에서 동시 69명이 체류시간 15분 밀도 0.88로 기준 인원 50명 대비 향후 변동이 예측됩니다. 예방적 동선 안내를 실시해주세요.","히트맵 기반 체류 위험구간 분석"
"06:16 공연장에서 동시 34명 체류시간 8분 밀도 0.63, 기준 인원 14명","06:16 현재 공연장에서 동시 34명이 체류시간 8분 밀도 0.63로 기준 인원 14명을 기준치보다 20명 높습니다. 긴급 대응 조치를 시행해주세요.","히트맵 기반 체류 위험구간 분석"
"06:52 전시컨벤션센터 전시홀에서 동시 85명 체류시간 27분 밀도 0.43, 기준 인원 63명","06:52 현재 전시컨벤션센터 전시홀에서 동시 85명이 체류시간 27분 밀도 0.43로 기준 인원 63명 대비 6시간 후 119명까지 증가할 것으로 산출됩니다. 단계적 과밀 해소를 시행해주세요.","히트맵 기반 체류 위험구간 분석"
"오후 8시 21분 전통시장 먹거리코너에서 동시 74명 체류시간 34분 밀도 0.8, 기준 인원 67명","오후 8시 21분 전통시장 먹거리코너에서 동시 74명이 체류시간 34분 밀도 0.8로 기준 인원 67명 대비 내일 동시간대 75명 수준으로 예상됩니다. 과밀도로 인한 위험 요소가 감지됩니다. 때문에 사전 동선 분산 조치를 준비하십시오.","히트맵 기반 체류 위험구간 분석"
"(X:595 Y:220) 22:27 전통시장 먹거리코너에서 동시 19명 체류시간 34분 밀도 0.4, 기준 인원 17명","22:27 현재 전통시장 먹거리코너에서 동시 19명이 체류시간 34분 밀도 0.4로 기준 인원 17명을 정원을 2명 넘어섰습니다. 단계별 분산 조치를 시행하십시오.","히트맵 기반 체류 위험구간 분석"
"07:49 아울렛에서 동시 61명 체류시간 34분 밀도 0.63, 기준 인원 54명","07:49 현재 아울렛에서 동시 61명이 체류시간 34분 밀도 0.63로 기준 인원 54명을 기준 인원을 7명 초과했습니다. 해당 구역 과밀 해소 조치를 취하십시오.","히트맵 기반 체류 위험구간 분석"
"오후 2시 42분 시청 로비에서 동시 22명 체류시간 44분 밀도 0.62, 기준 인원 7명","시청 로비에서 동시 22명이 체류시간 44분 밀도 0.62로 기준 인원 7명을 설정 인원 대비 15명 증가했습니다. 해당 구역 과밀 해소 조치를 취하십시오.","히트맵 기반 체류 위험구간 분석"
