"Input","Output","Domain"
"새벽 5시 27분 창고 앞 전라남도 담양군 불쾌지수 82도, 기준 78도","""창고 앞 전라남도 담양군에서 새벽 5시 27분 불쾌지수이 82도로 확인되었습니다. 기준 78도를 4도 초과하여 창고 앞 이용 시 열사병 위험이 큽니다. 작업을 중단하고 냉방 시설이 있는 휴게소로 이동시키십시오. 오전 4시 이후 급상승이 예상되므로""","온도 기반 쾌적도 및 폭염 예보 안내"
"컨테이너 주변 경기도 구리시에서 오전 9시 00분 기온이 26도로 허용치 30도 이하입니다","""컨테이너 주변 경기도 구리시에서 오전 9시 00분 기온은 26도로 나타났습니다. 허용치 30도 이하의 안전한 상태로 컨테이너 주변 활동에 최적의 환경입니다. 현재 작업에 무리가 없으나 오전 중 작업 진행을 권장합니다.""","온도 기반 쾌적도 및 폭염 예보 안내"
"23:45 마당 경상남도 거제시 체감온도 36도, 기준 30도","""마당 경상남도 거제시에서 23:45 체감온도이 36도로 확인되었습니다. 기준 30도를 6도 초과하여 극도로 위험한 상황입니다. 즉시 중단하고 응급 냉각 조치를 시행하십시오.""","온도 기반 쾌적도 및 폭염 예보 안내"
"기준 30도, 21:59 컨테이너 주변 서울특별시 서대문구 체감온도 35도","""컨테이너 주변 서울특별시 서대문구에서 21:59 체감온도이 35도로 확인되었습니다. 기준 30도를 5도 초과하여 극도로 위험한 상황입니다. 전면 중단하고 응급 냉각 시설을 가동해 주십시오.""","온도 기반 쾌적도 및 폭염 예보 안내"
"야외 작업장 대구광역시 수성구에서 오전 10시 12분 체감온도이 24도로 기준 30도 이하입니다","""야외 작업장 대구광역시 수성구에서 오전 10시 12분 체감온도은 24도로 나타났습니다. 기준 30도 이하의 안전한 상태로 야외 작업장 활동에 최적의 환경입니다. 현재 작업에 무리가 없으나 오전 중 작업 진행을 권장합니다.""","온도 기반 쾌적도 및 폭염 예보 안내"
"창고 앞 서울특별시 용산구에서 저녁 7시 20분 기온이 35도로 기준 30도를 넘었습니다","""창고 앞 서울특별시 용산구에서 저녁 7시 20분 기온이 35도로 확인되었습니다. 기준 30도를 5도 초과하여 극도로 위험한 상황입니다. 즉시 중단하고 응급 냉각 조치를 시행하십시오.""","온도 기반 쾌적도 및 폭염 예보 안내"
"창고 앞 전라남도 여수시에서 저녁 7시 58분 불쾌지수이 86도로 미설정 77도를 넘었습니다","""창고 앞 전라남도 여수시에서 저녁 7시 58분 불쾌지수이 86도로 확인되었습니다. 미설정 77도를 9도 초과하여 계속 모니터링하겠습니다. 지속적인 모니터링하겠습니다.""","온도 기반 쾌적도 및 폭염 예보 안내"
"저녁 8시 39분 공사장 입구 충청남도 홍성군 기온 36도, 기준 30도","""공사장 입구 충청남도 홍성군에서 저녁 8시 39분 기온이 36도로 확인되었습니다. 기준 30도를 6도 초과하여 극도로 위험한 상황입니다. 즉시 중단하고 냉방 시설로 대피하십시오.""","온도 기반 쾌적도 및 폭염 예보 안내"
"기준 30도, 새벽 5시 34분 건물 외부 전라북도 남원시 체감온도 24도","""건물 외부 전라북도 남원시에서 새벽 5시 34분 체감온도은 24도로 나타났습니다. 기준 30도 이하의 안전한 상태로 건물 외부 활동에 최적의 환경입니다. 최적의 조건이며 오전 중 활동을 적극 권장합니다.""","온도 기반 쾌적도 및 폭염 예보 안내"
"새벽 5시 28분 놀이터 강원도 양구군 체감온도 26도, 기준 30도","""놀이터 강원도 양구군에서 새벽 5시 28분 체감온도은 26도로 나타났습니다. 기준 30도 이하의 안전한 상태로 놀이터 활동에 최적의 환경입니다. 안전한 상태로 예방 조치를 준비해 주세요.""","온도 기반 쾌적도 및 폭염 예보 안내"
"10:55 옥상 부산광역시 남구 체감온도 27도, 기준 30도","""옥상 부산광역시 남구에서 10:55 체감온도은 27도로 나타났습니다. 기준 30도 이하의 안전한 상태로 옥상 활동에 최적의 환경입니다. 안전한 상태로 예방 조치를 준비해 주세요.""","온도 기반 쾌적도 및 폭염 예보 안내"
"오전 11시 34분 야외 주차장 경기도 이천시 기온 29도, 기준 30도","""야외 주차장 경기도 이천시에서 오전 11시 34분 기온은 29도로 나타났습니다. 기준 30도 이하의 안전한 상태로 야외 주차장 활동에 최적의 환경입니다. 안전한 상태로 예방 조치를 준비해 주세요.""","온도 기반 쾌적도 및 폭염 예보 안내"
"기온 25도 야외 주차장 전라북도 임실군에서 19:57 미설정 30도 이하","""야외 주차장 전라북도 임실군에서 19:57 기온은 25도로 나타났습니다. 미설정 30도 이하의 안전한 상태로 계속 모니터링하겠습니다. 계속 관찰해 주세요.""","온도 기반 쾌적도 및 폭염 예보 안내"
"낮 12시 57분 야외 주차장 전라남도 영암군 불쾌지수 81도, 기준 75도","""야외 주차장 전라남도 영암군에서 낮 12시 57분 불쾌지수이 81도로 확인되었습니다. 기준 75도를 6도 초과하여 극도로 위험한 상황입니다. 긴급 중단하고 응급 의료진을 즉시 배치해 주십시오.""","온도 기반 쾌적도 및 폭염 예보 안내"
"05:05 공사장 입구 광주광역시 남구 불쾌지수 80도, 기준 75도","""공사장 입구 광주광역시 남구에서 05:05 불쾌지수이 80도로 확인되었습니다. 기준 75도를 5도 초과하여 공사장 입구 이용 시 열사병 위험이 큽니다. 작업을 중단하고 냉방 시설이 있는 휴게소로 이동시키십시오.""","온도 기반 쾌적도 및 폭염 예보 안내"
"기준 70도, 06:55 건물 외부 경기도 광주시 불쾌지수 71도","""건물 외부 경기도 광주시에서 06:55 불쾌지수이 71도로 확인되었습니다. 기준 70도를 1도 초과하여 건물 외부 활동 시 주의가 필요합니다. 이용 시간을 제한하고 그늘막 설치를 검토하십시오.""","온도 기반 쾌적도 및 폭염 예보 안내"
"08:24 야외 작업장 서울특별시 성동구 불쾌지수 78도, 기준 73도","""야외 작업장 서울특별시 성동구에서 08:24 불쾌지수이 78도로 확인되었습니다. 기준 73도를 5도 초과하여 야외 작업장 이용 시 열사병 위험이 큽니다. 활동을 즉시 중단하고 실내 냉방 공간으로 이동하십시오.""","온도 기반 쾌적도 및 폭염 예보 안내"
"건물 외부 충청남도 서천군에서 새벽 5시 07분 기온이 35도로 허용치 30도를 넘었습니다","""건물 외부 충청남도 서천군에서 새벽 5시 07분 기온이 35도로 확인되었습니다. 허용치 30도를 5도 초과하여 극도로 위험한 상황입니다. 즉시 중단하고 냉방 시설로 대피하십시오.""","온도 기반 쾌적도 및 폭염 예보 안내"
"공사장 입구 경상북도 영덕군에서 22:27 기온이 29도로 기준 30도 이하입니다","""공사장 입구 경상북도 영덕군에서 22:27 기온은 29도로 나타났습니다. 기준 30도 이하의 안전한 상태로 공사장 입구 활동에 최적의 환경입니다. 최적의 조건이며 오전 중 활동을 적극 권장합니다.""","온도 기반 쾌적도 및 폭염 예보 안내"
"체감온도 25도 창고 앞 광주광역시 남구에서 저녁 7시 11분 미설정 30도 이하","""창고 앞 광주광역시 남구에서 저녁 7시 11분 체감온도은 25도로 나타났습니다. 미설정 30도 이하의 안전한 상태로 계속 모니터링하겠습니다. 추가 모니터링을 강화해 주시기 바랍니다.""","온도 기반 쾌적도 및 폭염 예보 안내"
"허용치 30도, 낮 12시 21분 옥상 전라남도 목포시 체감온도 30도","""옥상 전라남도 목포시에서 낮 12시 21분 체감온도이 30도로 나타났습니다. 허용치과 일치하는 경계 상황으로 옥상 활동에 최적의 환경입니다. 현재 작업에 무리가 없으나 오전 중 작업 진행을 권장합니다.""","온도 기반 쾌적도 및 폭염 예보 안내"
"옥상 경기도 하남시에서 20:32 불쾌지수이 85도로 기준 75도를 넘었습니다","""옥상 경기도 하남시에서 20:32 불쾌지수이 85도로 확인되었습니다. 기준 75도를 10도 초과하여 극도로 위험한 상황입니다. 즉시 중단하고 응급 냉각 조치를 시행하십시오.""","온도 기반 쾌적도 및 폭염 예보 안내"
"야외 주차장 경상북도 경주시에서 저녁 8시 36분 기온이 35도로 기준 30도를 넘었습니다","""야외 주차장 경상북도 경주시에서 저녁 8시 36분 기온이 35도로 확인되었습니다. 기준 30도를 5도 초과하여 극도로 위험한 상황입니다. 긴급 중단하고 응급 의료진을 즉시 배치해 주십시오.""","온도 기반 쾌적도 및 폭염 예보 안내"
"기온 24도 창고 앞 충청북도 옥천군에서 17:32 기준 30도 이하","""창고 앞 충청북도 옥천군에서 17:32 기온은 24도로 나타났습니다. 기준 30도 이하의 안전한 상태로 창고 앞 활동에 최적의 환경입니다. 최적의 조건이며 오전 중 활동을 적극 권장합니다.""","온도 기반 쾌적도 및 폭염 예보 안내"
"허용치 30도, 20:45 자재 적치장 전라북도 부안군 기온 33도","""자재 적치장 전라북도 부안군에서 20:45 기온이 33도로 확인되었습니다. 허용치 30도를 3도 초과하여 자재 적치장 이용 시 열사병 위험이 큽니다. 운영을 일시 중단하고 실내 대체 공간을 안내해 주십시오. 오늘 오후 4시경 추가 상승이 예상되므로""","온도 기반 쾌적도 및 폭염 예보 안내"
