Input,Output,Domain
"08:12 제철소 3호동 용광로 앞, 연기 감지 5초, 기준 2초","기준 2초를 3초 초과해 제철소 3호동 용광로에서 연기 감지 5초간 지속됐습니다. 작업자 즉시 대피 후 안전구역 확보하고, 5초 이상 추가 감지 시 비상방송 발령을 검토하세요. 소방팀 현장 점검 즉시 진행하세요.",연기 및 화염 감지
"불꽃 출현 3초 상가 B동 카페 테라스, 허용치 없음, 14:33","상가 B동 카페 테라스에서 불꽃 3초 감지됐으나 허용치가 설정되지 않은 상태입니다. 현장 직원이 전기 시설 확인 후 상황 보고하세요. 동일 위치 재발 시 안전관리팀 출동이 필요합니다.",연기 및 화염 감지
"새벽 4시 12분 공장 2라인 보일러실에서 화염이 7초간 포착되었습니다. 기준은 미설정입니다.","새벽 4시 12분 공장 2라인 보일러실 화염 7초 포착, 안전 기준 설정 이전 상황. 야간 관리자 보일러 상태 점검 후 이상 여부 확인하세요. 지속 발생하면 정비팀 긴급 출동을 권고합니다.",연기 및 화염 감지
"연기·불꽃 동시 감지 8초, 임계값 4초, 병원 A동 응급실 입구 17:45","병원 A동 응급실 입구, 연기와 불꽃이 임계값 4초를 4초 넘겨 8초간 동시 감지됐습니다. 응급실 운영 일시 중단하고 환자 안전 이송 조치하세요. 소방대 즉시 출동 요청 및 추가 감지 여부 지속 모니터링하시기 바람.",연기 및 화염 감지
"아파트 7동 13층 복도에서 불꽃이 2초간 발견되었습니다. 오전 9시 28분이며 기준은 5초입니다.","오전 9시 28분 아파트 7동 13층 복도 불꽃 감지 2초로 기준 5초 이내 정상 범위입니다. 관리사무소에서 복도 조명 상태 확인 후 주민 안전 점검하세요. 이후 3초 이상 감지되면 전기 안전 점검이 필요합니다.",연기 및 화염 감지
"레스토랑 주방 조리대 화염 6초, 기준 없음, 12:17","12시 17분 레스토랑 주방 조리대 화염 6초 발생, 안전 기준 없어 즉시 위험도 판단 어려운 상황. 주방장이 조리 시설 점검하세요. 10초 이상 지속되면 소방 안전 점검을 요청하시기 권합니다.",연기 및 화염 감지
"지하철역 2호선 승강장에서 연기가 4초간 관찰되었으며, 오후 6시 51분, 임계값은 3초입니다.","오후 6시 51분 지하철역 2호선 승강장 연기 4초로 임계값 3초 1초 초과 상황입니다. 해당 구간 열차 운행 임시 중단하고 역무원 현장 확인 즉시 진행하세요. 연기 원인 파악 후 안전 확인되면 운행을 재개하십시오.",연기 및 화염 감지
"물류센터 A동 창고 연기·화염 동시 5초, 새벽 3시 04분, 허용치 7초","새벽 3시 4분 물류센터 A동 창고에서 연기·화염 동시 5초 감지, 허용치 7초보다 2초 적어 안전 범위입니다. 야간 관리자가 창고 내부 환기 시설 점검하세요. 다음 순찰 시 해당 구역 집중 모니터링하세요.",연기 및 화염 감지
"불꽃 발생 9초 쇼핑몰 지하1층 푸드코트, 21:33, 기준 3초","기준 3초를 6초 초과해 쇼핑몰 지하1층 푸드코트 불꽃 9초 지속, 위험 수준 도달. 푸드코트 즉시 운영 중단하고 고객 안전 대피 유도하세요. 소방팀 출동 요청 후 15초 이상 추가 감지 시 건물 전체 화재 경보 발령을 검토하세요.",연기 및 화염 감지
"학교 북관 과학실에서 화염이 3초간 출현했습니다. 오전 11시 16분이며 기준은 미설정입니다.","오전 11시 16분 학교 북관 과학실 화염 3초 출현, 안전 기준 설정 이전 단계. 담당 교사가 실험 장비 전원 차단 후 화학물질 보관 상태 점검하세요. 수업 시간 중 재발하면 실험실 사용 중단 후 안전 점검을 실시해 주십시오.",연기 및 화염 감지
"16:29 공항 국제선 대기실, 연기 포착 7초, 임계값 없음","공항 국제선 대기실에서는 16시 29분 기준 7초간 연기가 포착되었습니다. 임계값이 설정되지 않은 구간이라 즉각 대응은 불필요하나, 공항 보안팀이 직접 상태 확인을 권고합니다. 동일 현상이 10초 이상 지속되면 승객 안전을 위해 해당 구역 일시 통제를 검토하세요.",연기 및 화염 감지
"호텔 1층 로비에서 불꽃·연기가 4초간 동시 관찰되었습니다. 14시 52분이며 허용치는 2초입니다.","14시 52분 호텔 1층 로비에서 불꽃과 연기가 4초간 동시 발생했습니다. 허용치 2초를 2초 초과한 복합 감지로 화재 위험 신호로 판단됩니다. 호텔 직원은 즉시 현장 확인 후 고객 안전을 위해 로비 구역 임시 출입 제한을 실시하세요. 추가 5초 이상 감지되면 소방대 출동 요청이 필요합니다.",연기 및 화염 감지
"화염 지속 8초 농장 북쪽 창고, 새벽 5시 37분, 기준 없음","농장 북쪽 창고에서 새벽 5시 37분 화염이 8초간 지속된 상황입니다. 별도 기준이 없어 즉시 위험 판단은 어려우나, 농장 관리자께서 오전 중 창고 내부 점검을 실시해 주세요. 이후 동일한 징후가 15초 이상 나타나면 소방 안전 점검을 요청하십시오.",연기 및 화염 감지
"편의점 카운터 앞에서 연기가 6초간 발생했습니다. 오후 7시 18분이며 기준은 1초입니다.","오후 7시 18분 편의점 카운터에서 6초간 연기가 발생, 기준 1초를 5초 초과한 위험 상황입니다. 즉시 영업을 중단하고 전기 시설 점검을 실시하세요. 고객 안전을 위해 점검 완료까지 매장 출입을 통제하고, 추가 연기 발생 시 소방팀 출동을 요청하시기 권합니다.",연기 및 화염 감지
"불꽃 2초 체육관 동관 농구코트, 18:41, 허용치 6초","체육관 동관 농구코트에서는 18시 41분 불꽃이 2초간 관찰되었습니다. 허용치 6초보다 4초 적은 정상 범위로 즉시 위험하지 않습니다. 체육관 관리자는 조명 시설 상태만 확인하시면 되며, 추후 5초 이상 감지될 경우 전기 안전 점검을 실시하시기 권합니다.",연기 및 화염 감지
"미용실 파마존에서 화염과 연기가 5초간 동시 발견되었으며, 오전 8시 03분, 임계값은 미설정입니다.","오전 8시 3분 미용실 파마존에서 화염과 연기가 5초간 동시에 나타난 복합 감지 상황입니다. 임계값이 설정되지 않았으나 전기 기구의 과열 가능성을 점검해 주세요. 동일한 복합 신호가 7초 이상 재발할 경우 전기 안전 검사를 받으시기 권합니다.",연기 및 화염 감지
"22:15 노래방 3호실, 연기 관찰 11초, 기준 4초","22시 15분 노래방 3호실에서 연기가 11초간 관찰, 기준 4초를 7초 초과한 위험 수준입니다. 해당 룸 즉시 운영 중단하고 고객 안전 대피를 실시하세요. 소방팀 출동 요청 후 추가 연기가 15초 이상 지속되면 건물 전체 대피를 검토해야 합니다. 환기 시설 작동 상태도 점검하세요.",연기 및 화염 감지
"도서관 열람실에서 불꽃이 3초간 지속되었습니다. 오후 1시 44분이며 기준은 없습니다.","도서관 열람실에서 오후 1시 44분 불꽃이 3초간 지속된 것으로 확인됩니다. 안전 기준이 없어 긴급 대응은 불필요하나, 전기 시설 점검을 실시해 주세요. 이용자 안전을 위해 동일 구역에서 5초 이상 재발 시 해당 열람실 이용을 일시 중단하십시오.",연기 및 화염 감지
"공장 남동쪽 용접장 화염 9초, 새벽 2시 26분, 임계값 5초","새벽 2시 26분 공장 남동쪽 용접장에서 화염이 9초간 감지, 임계값 5초를 4초 초과했습니다. 야간 관리자가 용접 장비 상태를 점검하고 작업 중단 여부를 결정하세요. 12초 이상 추가 화염이 감지되면 해당 구역 작업을 완전 중단하고 소방 안전 점검을 받으시기 권합니다.",연기 및 화염 감지
"펜션 A동 복도에서 연기가 4초간 올라왔습니다. 오후 3시 57분이며 허용치는 없습니다.","허용치가 없는 상태로 펜션 A동 복도에서 4초간 연기가 발생했습니다. 오후 3시 57분 현재 즉시 위험한 수준은 아니지만, 투숙객 안전 확보를 위해 복도 내 전기 시설을 확인하십시오. 추가로 8초 이상 재발하면 해당 복도 출입을 일시 제한하시기 권합니다.",연기 및 화염 감지
"16:55 레스토랑 주방 조리대 연기 2초, 허용치 3초","정상 범위 내에서 레스토랑 주방 조리대 연기가 2초간 발생했습니다. 16시 55분 허용치 3초보다 1초 적어 긴급 상황이 아닙니다. 주방장이 조리 시설과 환기 시설을 확인하고, 이후 4초 이상 감지 시 주방 장비 종합 점검을 시행하세요.",연기 및 화염 감지
"스포츠센터 수영장 탈의실에서 불꽃이 9초간 관찰되었습니다. 13시 16분이며 임계값은 2초입니다.","위험 상황 발생으로 스포츠센터 수영장 탈의실 불꽃이 9초간 계속됐습니다. 임계값 2초를 7초 초과해 즉시 탈의실 폐쇄하고 이용객 대피를 진행하십시오. 13시 16분부터 소방팀 출동 요청하며, 12초 이상 추가 감지되면 수영장 전체 운영 중단을 고려해야 합니다.",연기 및 화염 감지
"주유소 화염·연기 동시 5초 새벽 3시 22분, 기준 없음","주유소 특성상 위험 요소가 높은 상황으로 화염과 연기가 5초간 동시 발생했습니다. 새벽 3시 22분 기준이 설정되지 않았지만 즉시 소방서 신고가 필요한 상황입니다. 현장 통제를 실시하고 추가 7초 이상 감지 시 주변 도로 차량 진입을 차단하십시오.",연기 및 화염 감지
