Input,Output,Domain
"새벽 3시 17분 트럭 1대 창고 B동 출입게이트 5초 진입, 기준 2초",창고 B동 출입게이트에서 새벽 3시 17분 트럭 1대가 5초 진입했습니다. 기준 2초를 3초 초과한 상황으로 보안팀 즉시 점검이 필요합니다.,폐쇄시간 무단 출입 감지
"오후 10시 23분에 작업자 2명이 공장 A구역 정문에서 3초간 문을 개방했습니다, 기준 폐쇄시간 22시",공장 A구역 정문에서 오후 10시 23분 작업자 2명이 3초간 문을 개방했습니다. 폐쇄시간 22시를 넘긴 시간외 접근으로 관리자 현장 확인이 필요합니다.,폐쇄시간 무단 출입 감지
"오전 5시 8분 외부인 1명 학교 후문 6초 출입 시도, 허용치 없음",학교 후문에서 오전 5시 8분 외부인 1명이 6초 출입 시도했습니다. 허용치가 미설정된 구간으로 현재는 관찰 단계입니다. 반복 발생 시 경비실 점검을 권장합니다.,폐쇄시간 무단 출입 감지
"04:27 시민 1명 연구동 북문 4초 접근, 기준 2초",04:27에 연구동 북문에서 시민 1명이 4초 접근했습니다. 기준 2초를 2초 초과하여 출입통제 시스템 점검이 요구됩니다.,폐쇄시간 무단 출입 감지
"새벽 2시 15분 배송차량 1대 병원 응급실 후문에서 7초간 정차, 기준 정보 없음",7초간 정차한 배송차량 1대가 병원 응급실 후문에서 확인되었습니다. 기준 정보가 없어 일시적 관찰을 지속합니다. 동일 패턴 반복 시 현장 점검을 실시하겠습니다.,폐쇄시간 무단 출입 감지
"22:03 방문자 2명 아파트 지하주차장 입구 5초 체류, 허용 기준 3초",허용 기준 3초를 2초 상회한 상황입니다. 22:03 아파트 지하주차장 입구에서 방문자 2명이 5초 체류했습니다. 관리사무소 확인이 필요합니다.,폐쇄시간 무단 출입 감지
"새벽 1시 47분 청소업체 직원 오피스텔 옥상문 8초간 접근, 기준 1초",기준 1초를 7초 초과한 상황입니다. 새벽 1시 47분 오피스텔 옥상문에서 청소업체 직원이 8초간 접근했습니다. 관리사무소 즉시 상황 확인이 필요합니다.,폐쇄시간 무단 출입 감지
"오전 4시 6분에 외부인 1명이 창고 정문으로 2초 침입을 시도했습니다, 기준은 2초입니다",기준 2초와 일치하는 정상 범위입니다. 오전 4시 6분 창고 정문에서 외부인 1명이 2초 침입을 시도했습니다. 새벽 시간대 접근 모니터링을 지속하겠습니다.,폐쇄시간 무단 출입 감지
"새벽 2시 14분 시민 1명이 기숙사 후문에 3초 접근했습니다, 기준 정보는 없습니다",기준 설정이 없는 구간입니다. 새벽 2시 14분 기숙사 후문에서 시민 1명이 3초 접근했습니다. 현재는 상황 관찰만 진행하며 지속적 패턴 발생 시 담당팀 검토를 요청드립니다.,폐쇄시간 무단 출입 감지
"23:31 트럭 1대가 연구동 옆 출입게이트에 정차했고 머무름은 6초였습니다, 기준은 2초입니다",연구동 옆 출입게이트에서 23:31 트럭 1대가 6초 정차했습니다. 기준 2초보다 4초 더 오래 머물러 현장팀 점검을 실시해주세요.,폐쇄시간 무단 출입 감지
"학생 1명이 05:12 옥상 출입문에 도달해 문 앞에서 3초 머물렀습니다, 기준은 1초였습니다",옥상 출입문에서 05:12 학생 1명이 3초 머물렀습니다. 기준 1초를 2초 초과한 상황으로 담당팀 확인이 필요합니다.,폐쇄시간 무단 출입 감지
"오전 4시 29분 외부인 1명이 A동 출입게이트에 4초 접근했습니다, 허용치 없음",허용치가 미설정된 구간입니다. 오전 4시 29분 A동 출입게이트에서 외부인 1명이 4초 접근했습니다. 현재는 상황 관찰만 진행하며 반복 접근 시 보안팀 점검을 권장합니다.,폐쇄시간 무단 출입 감지
"승용차 1대가 01:37 병원 주차장 게이트에서 9초간 대기했습니다, 기준 5초입니다",병원 주차장 게이트에서 01:37 승용차 1대가 9초간 대기했습니다. 기준 5초를 4초 초과하여 관리팀 현장 상황 확인이 요구됩니다.,폐쇄시간 무단 출입 감지
"18:14 작업자 3명 공장 C구역 정문 2초 진입, 허용치 3초",허용치 3초 이내의 정상 접근입니다. 18:14 공장 C구역 정문에서 작업자 3명이 2초 진입했습니다. 정상 범위로 판단됩니다.,폐쇄시간 무단 출입 감지
"새벽 4시 51분에 배송기사 2명이 연구동 옥상 출입문에서 4초간 체류했습니다, 기준 미설정",연구동 옥상 출입문에서 새벽 4시 51분 배송기사 2명이 4초간 체류했습니다. 기준이 미설정된 상태로 현재는 관찰만 진행합니다. 동일 패턴 지속 시 현장팀 검토를 요청드립니다.,폐쇄시간 무단 출입 감지
"밤 11시 18분 시민 2명 기숙사 서문 5초간 정차, 기준 2초",기준 2초를 3초 초과한 상황입니다. 밤 11시 18분 기숙사 서문에서 시민 2명이 5초간 정차했습니다. 경비실 점검을 실시해주세요.,폐쇄시간 무단 출입 감지
"22시 41분 이륜차 3대 학교 체육관 출입구 1초간 침입, 허용치 없음",22시 41분에 학교 체육관 출입구에서 이륜차 3대가 1초간 침입했습니다. 허용치가 미설정된 구간으로 상황 관찰을 지속하겠습니다.,폐쇄시간 무단 출입 감지
