Input,Output,Domain
"새벽 6시 17분 백화점 B구역에서 동시 23명이 18분간 체류하며 밀도 0.84가 측정되었습니다, 기준 인원 15명","새벽 6시 17분 백화점 B구역에서 동시 23명이 18분간 체류하며 밀도 0.84로 기준 인원 15명을 8명 초과했습니다. 즉시 인원 분산을 실시하십시오.","히트맵 기반 체류 위험구간 분석"
"오전 8시 27분 지하철 대합실에서 동시 37명 체류시간 21분 밀도 0.94, 허용치 0.80","현재 동시 37명이 집중되고 있으며 2시간 후 45명까지 증가할 것으로 분석됩니다. 지하철 대합실 사전 동선 분산 조치를 실시하십시오.","히트맵 기반 체류 위험구간 분석"
"11:28 카페 남관 동시 16명 체류시간 19분 밀도 0.82, 기준 0.70","11:28 카페 남관에서 동시 16명이 체류시간 19분 밀도 0.82로 기준 0.70을 0.12 초과했습니다. 해당 구역 과밀 해소 조치를 취하십시오.","히트맵 기반 체류 위험구간 분석"
"오후 1시 45분 도서관 열람실에서 동시 21명 체류시간 35분 밀도 0.79, 기준 0.70","현재 동시 21명이 집중되고 있으며 4시간 이내 28명까지 증가할 것으로 판단됩니다. 도서관 열람실 사전 동선 분산 조치를 해주세요.","히트맵 기반 체류 위험구간 분석"
"저녁 7시 14분 공항 출발 게이트 C에서 동시 42명 체류시간 31분 밀도 0.95, 기준 인원 30명","공항 출발 게이트 C에서 현재 42명이 체류 중이며 내일 동시간대 50명 수준으로 예측됩니다. 내일 저녁 6시 이전 예방적 동선 안내를 준비하십시오.","히트맵 기반 체류 위험구간 분석"
"새벽 5시 38분 버스터미널 3층에서 동시 29명 체류시간 26분 밀도 0.87, 허용치 0.75","과밀 상황이 감지되었습니다. 버스터미널 3층에서 새벽 5시 38분 동시 29명이 체류시간 26분 밀도 0.87로 허용치 0.75를 0.12 초과했습니다. 긴급 분산 조치가 필요합니다.","히트맵 기반 체류 위험구간 분석"
"오전 10시 55분 클럽 메인홀에서 동시 38명 체류시간 33분 밀도 0.96, 기준 인원 25명","클럽 메인홀에서 오전 10시 55분 동시 38명이 체류시간 33분 밀도 0.96으로 기준 인원 25명을 13명 초과했습니다. 집중 해제를 위한 동선 확보를 실시하십시오.","히트맵 기반 체류 위험구간 분석"
"16:47 마트 계산대 구역에서 동시 24명 체류시간 17분 밀도 0.83, 기준 0.70","마트 계산대 구역에서 현재 24명이 체류 중이며 내일 저녁시간 32명까지 집중될 것으로 분석됩니다. 내일 저녁 5시 이전 예방적 동선 안내를 준비해주세요.","히트맵 기반 체류 위험구간 분석"
"오후 4시 16분 해변 D구역에서 동시 19명 체류시간 22분 밀도 0.76, 기준 0.70","해변 D구역에서 주말 오후 평균 19명 집중 패턴이 확인됩니다. 오후 3시 30분 사전 안내 조치를 실시하고 오후 4시 30분 추가 관리 인력을 배치하십시오.","히트맵 기반 체류 위험구간 분석"
"7:45 버스터미널 매표소 앞 동시 26명 체류시간 21분 밀도 0.82, 기준 0.75","7:45 버스터미널 매표소 앞에서 동시 26명이 체류시간 21분 밀도 0.82로 기준 0.75를 0.07 초과했습니다. 밀도 패턴을 지속 관리해주세요.","히트맵 기반 체류 위험구간 분석"
"13:27 쇼핑센터 E동에서 동시 37명 체류시간 33분 밀도 0.93, 기준 인원 25명","현재 동시 37명이 집중되고 있으며 3시간 후 42명까지 증가할 것으로 분석됩니다. 쇼핑센터 E동 사전 동선 분산 조치를 실시하십시오.","히트맵 기반 체류 위험구간 분석"
"새벽 8시 52분 병원 2층 외래에서 동시 32명 체류시간 28분 밀도 0.87, 기준 0.75","과밀 상황이 감지되었습니다. 병원 2층 외래에서 새벽 8시 52분 동시 32명이 체류시간 28분 밀도 0.87로 기준 0.75를 0.12 초과했습니다. 긴급 분산 조치를 실시하십시오.","히트맵 기반 체류 위험구간 분석"
