Input,Output,Domain
"14:30에 환자 1명이 흐트러짐하며 2.4m 유지했습니다, 허용치 없음","14:30에 공항 대기구역에서 환자 1명의 2.4m 흐트러짐이 확인되었습니다. 기준치가 설정되지 않았으므로 관찰을 유지해주세요.",줄 서기 및 대기열 정렬 상태 감지
"밀집이 오전 11시 0분에 사무실 C구역에서 감지되어 10초 유지되었습니다, 기준: 10초","오전 11시 0분에 사무실 C구역에서 학생 1명의 10초간 밀집이 포착되었습니다. 측정값이 기준 10초에 부합하여 정상 정렬로 평가됩니다. 향후 반복 발생 시 점검이 권장됩니다.",줄 서기 및 대기열 정렬 상태 감지
"고객 1명이 00:00에 출구에서 병렬 정렬 행동을 보이며 0.7m 머물렀습니다, 기준: 1m","출구에서 00:00에 고객 1명이 0.7m 병렬 정렬 관측되었습니다. 측정값이 기준 1.0m에 부합하여 정상 정렬로 평가됩니다. 반복 시 점검을 권장합니다.",줄 서기 및 대기열 정렬 상태 감지
"밀집이 08:45에 공항 대기구역에서 감지되어 3초 유지되었습니다, 기준 미설정","08:45에 공항 대기구역에서 승객 1명의 3초간 밀집이 발견되었습니다. 허용 기준이 미설정되어 즉각적인 조치보다는 관찰을 우선 실시해주세요. 지속적인 모니터링이 권장됩니다.",줄 서기 및 대기열 정렬 상태 감지
"역방향 섞임이 오후 7시 30분에 카페 앞에서 감지되어 8초 유지되었습니다, 허용치 없음","오후 7시 30분에 카페 앞에서 방문자 1명이 8초 역방향 섞임 감지되었습니다. 기준이 정의되지 않아 추가 판단이 불가하니 관찰 상태를 유지하세요.",줄 서기 및 대기열 정렬 상태 감지
"출구에서 16:00에 환자 1명이 밀집 1.3m, 허용치 없음","환자 1명이 16:00에 출구에서 1.3m 밀집 확인되었습니다. 허용 기준이 미설정되어 즉각적 조치 대신 관찰만 실시하십시오.",줄 서기 및 대기열 정렬 상태 감지
"20:30 B구역에서 승객 1명이 밀집 9초, 기준: 7초","20:30에 B구역에서 승객 1명의 9초간 밀집이 포착되었습니다. 기준 7초를 2초 초과하여 정렬 이상으로 판단됩니다. 보안요원의 즉시 점검이 필요합니다.",줄 서기 및 대기열 정렬 상태 감지
"기준: 1.5m, 07:30에 방문자 1명이 군집 후 1.9m 유지했습니다","07:30에 매점 앞에서 방문자 1명의 1.9m 군집이 관측되었습니다. 기준 1.5m를 0.4m 초과하여 정렬 이상으로 판단됩니다. 보안요원의 즉시 점검이 필요합니다.",줄 서기 및 대기열 정렬 상태 감지
"기준: 2m, 09:15 입구에서 방문자 1명이 병렬 정렬 1.8m","입구에서 09:15에 방문자 1명이 1.8m 병렬 정렬 발견되었습니다. 측정값이 기준 2.0m에 부합하여 정상 정렬로 평가됩니다. 반복 시 점검을 권장합니다.",줄 서기 및 대기열 정렬 상태 감지
"저녁 11시 30분 매점 앞에서 학생 1명이 군집 9초, 허용치 없음","매점 앞에서 저녁 11시 30분에 학생 1명이 9초 군집 감지되었습니다. 행동 패턴이 지속적으로 발생한 것으로 확인됩니다. 기준치가 설정되지 않은 구역이므로 모니터링만 진행하십시오. 지속 모니터링을 권장합니다.",줄 서기 및 대기열 정렬 상태 감지
"병렬 정렬이 03:15에 A구역에서 감지되어 1.4m간 유지되었습니다, 기준 미설정","허용 기준이 미설정되어 즉각적 조치 대신 관찰만 실시하십시오. 03:15에 A구역에서 학생 1명이 1.4m간 병렬 정렬 확인되었습니다.",줄 서기 및 대기열 정렬 상태 감지
"저녁 4시 15분 병원 접수창구에서 학생 1명이 군집 1.9m, 기준: 1m","병원 접수창구에서 저녁 4시 15분에 학생 1명이 1.9m 군집 포착되었습니다. 기준 1.0m를 0.9m 초과하여 정렬 이상으로 판단됩니다. 보안요원은 즉시 점검하세요.",줄 서기 및 대기열 정렬 상태 감지
"오전 7시 30분 병원 접수창구에서 학생 1명이 흐트러짐 1.6m, 기준 미설정","기준치가 설정되지 않아 관찰만 유지하세요. 오전 7시 30분에 병원 접수창구에서 학생 1명이 1.6m 흐트러짐 관측되었습니다.",줄 서기 및 대기열 정렬 상태 감지
"저녁 10시 45분 버스 정류장 앞에서 환자 1명이 흐트러짐 4초간, 기준 미설정","환자 1명이 저녁 10시 45분에 버스 정류장 앞에서 4초간 흐트러짐 발견되었습니다. 허용 기준이 미설정되어 즉각적 조치 대신 관찰만 실시하십시오.",줄 서기 및 대기열 정렬 상태 감지
"환자 1명이 22:15에 입구에서 병렬 정렬 행동을 보이며 0.8m 머물렀습니다, 기준: 2m","측정값이 기준 2.0m에 부합하여 정상 정렬로 평가됩니다. 반복 시 점검을 권장합니다. 22:15에 입구에서 환자 1명이 0.8m 병렬 정렬 감지되었습니다.",줄 서기 및 대기열 정렬 상태 감지
"기준: 10초, 저녁 2시 45분에 학생 1명이 일정한 간격 유지 후 9초간 유지했습니다","저녁 2시 45분에 로비에서 학생 1명이 9초간 일정한 간격 유지 확인되었습니다. 해당 행동은 비정상 정렬 상태로 평가됩니다. 측정값이 기준 10초에 부합하여 정상 정렬로 평가됩니다. 반복 시 점검을 권장합니다.",줄 서기 및 대기열 정렬 상태 감지
"병렬 정렬이 08:45에 입구에서 감지되어 4초간 유지되었습니다, 기준 미설정","08:45에 입구에서 고객 1명이 4초간 병렬 정렬 포착되었습니다. 기준치가 설정되지 않은 구역이므로 모니터링만 진행하십시오. 지속 모니터링을 권장합니다.",줄 서기 및 대기열 정렬 상태 감지
"허용치 없음, 23:00에 방문자 1명이 일정한 간격 유지 후 4초간 유지했습니다","사무실 C구역에서 23:00에 방문자 1명이 4초간 일정한 간격 유지 관측되었습니다. 해당 행동은 비정상 정렬 상태로 평가됩니다. 허용 기준이 미설정되어 즉각적 조치 대신 관찰만 실시하십시오. 지속 모니터링을 권장합니다.",줄 서기 및 대기열 정렬 상태 감지
"08:30에 학생 1명이 흐트러짐하며 9초 유지했습니다, 기준: 5초","기준 5초를 4초 초과하여 정렬 이상으로 판단됩니다. 보안요원은 즉시 점검하세요. 08:30에 매점 앞에서 학생 1명이 9초 흐트러짐 발견되었습니다.",줄 서기 및 대기열 정렬 상태 감지
"역방향 섞임으로 01:45에 매점 앞에서 고객 1명이 2.5m간, 기준: 1.5m","매점 앞에서 01:45에 고객 1명이 2.5m간 역방향 섞임 감지되었습니다. 기준 1.5m를 1.0m 초과하여 정렬 이상으로 판단됩니다. 보안요원은 즉시 점검하세요.",줄 서기 및 대기열 정렬 상태 감지
"매점 앞에서 오전 10시 45분에 고객 1명이 군집 후 9초 이동했습니다, 기준: 7초","기준 7초를 2초 초과하여 정렬 이상으로 판단됩니다. 보안요원은 즉시 점검하세요. 오전 10시 45분에 매점 앞에서 고객 1명이 9초 군집 확인되었습니다.",줄 서기 및 대기열 정렬 상태 감지
"10:00 입구에서 승객 1명이 밀집 1.5m, 기준: 1.5m","10:00에 입구에서 승객 1명이 1.5m 밀집 포착되었습니다. 측정값이 기준 1.5m에 부합하여 정상 정렬로 평가됩니다. 반복 시 점검을 권장합니다.",줄 서기 및 대기열 정렬 상태 감지
"기준: 1m, 08:30 입구에서 방문자 1명이 흐트러짐 1.8m간","기준 1.0m를 0.8m 초과하여 정렬 이상으로 판단됩니다. 보안요원은 즉시 점검하세요. 08:30에 입구에서 방문자 1명이 1.8m간 흐트러짐 관측되었습니다.",줄 서기 및 대기열 정렬 상태 감지
"방문자 1명이 04:45에 매점 앞에서 밀집 행동을 보이며 1.8m 머물렀습니다, 기준 없음","방문자 1명이 04:45에 매점 앞에서 1.8m 밀집 발견되었습니다. 기준치가 설정되지 않아 관찰만 유지하세요.",줄 서기 및 대기열 정렬 상태 감지
"오후 4시 45분에 승객 1명이 병렬 정렬하며 8초 유지했습니다, 기준: 10초","측정값이 기준 10초에 부합하여 정상 정렬로 평가됩니다. 반복 시 점검을 권장합니다. 오후 4시 45분에 공연장 입구에서 승객 1명이 8초 병렬 정렬 감지되었습니다.",줄 서기 및 대기열 정렬 상태 감지
"저녁 7시 15분 병원 접수창구에서 승객 1명이 흐트러짐 3초, 기준: 10초","승객 1명이 저녁 7시 15분에 병원 접수창구에서 3초 흐트러짐 확인되었습니다. 측정값이 기준 10초에 부합하여 정상 정렬로 평가됩니다. 반복 시 점검을 권장합니다.",줄 서기 및 대기열 정렬 상태 감지
"입구에서 16:00에 학생 1명이 일정한 간격 유지 후 1.5m 이동했습니다, 기준: 1.5m","16:00에 입구에서 학생 1명이 1.5m 간격을 유지하는 행동이 포착되었습니다. 측정값이 기준 1.5m에 부합하여 정상 정렬로 평가됩니다. 향후 반복 발생 시 점검이 권장됩니다.",줄 서기 및 대기열 정렬 상태 감지
"환자 1명이 09:30에 매점 앞에서 일정한 간격 유지 3초, 기준: 10초","09:30에 매점 앞에서 환자 1명이 3초간 일정한 간격을 유지하는 행동이 관측되었습니다. 측정값이 기준 10초에 부합하여 정상 정렬로 평가됩니다. 향후 반복 발생 시 점검이 권장됩니다.",줄 서기 및 대기열 정렬 상태 감지
"12:30 카페 앞에서 환자 1명이 흐트러짐 1.7m, 기준 미설정","12:30에 카페 앞에서 환자 1명이 1.7m 흐트러짐 발견되었습니다. 허용 기준이 미설정되어 즉각적 조치 대신 관찰만 실시하십시오.",줄 서기 및 대기열 정렬 상태 감지
"사무실 C구역에서 오후 1시 15분에 학생 1명이 병렬 정렬 4초간, 기준: 10초","오후 1시 15분에 사무실 C구역에서 학생 1명이 4초간 병렬 정렬 감지되었습니다. 측정된 정렬 상태가 기준치를 초과한 원인 분석이 필요합니다. 측정값이 기준 10초에 부합하여 정상 정렬로 평가됩니다. 반복 시 점검을 권장합니다.",줄 서기 및 대기열 정렬 상태 감지
